"","gloveOrHand","observation","year","iNaturalistID","observed_on","latitude","longitude","positional_accuracy","quality_grade","license","captive","taxon_id","recorded_by"
"538",0,"https://www.inaturalist.org/observations/63769249",2016,"63769249","2016-09-01","18.1003219074","-102.4009430506",15,"research","CC-BY-NC",FALSE,197799,"gerardo_eusebio_valdes"
"539",1,"https://www.inaturalist.org/observations/63769635",2016,"63769635","2016-08-31","18.0922315666","-102.3957431625",15,"research","CC-BY-NC",FALSE,41168,"gerardo_eusebio_valdes"
"540",0,"https://www.inaturalist.org/observations/63769923",2016,"63769923","2016-09-01","18.0922289168","-102.3958320018",15,"research","CC-BY-NC",FALSE,41091,"gerardo_eusebio_valdes"
"541",1,"https://www.inaturalist.org/observations/63771353",2016,"63771353","2016-08-31","18.0895121265","-102.3926971996",31,"research","CC-BY-NC",FALSE,74643,"gerardo_eusebio_valdes"
"542",0,"https://www.inaturalist.org/observations/63771853",2016,"63771853","2016-09-02","18.0927491149","-102.394860174",31,"research","CC-BY-NC",FALSE,516402,"gerardo_eusebio_valdes"
"543",0,"https://www.inaturalist.org/observations/63772054",2016,"63772054","2016-07-07","18.0966478064","-102.3806588052",31,"research","CC-BY-NC",FALSE,74602,"gerardo_eusebio_valdes"
"544",0,"https://www.inaturalist.org/observations/63772328",2016,"63772328","2016-07-07","18.0888632571","-102.3969010387",15,"research","CC-BY-NC",FALSE,1067750,"gerardo_eusebio_valdes"
"545",0,"https://www.inaturalist.org/observations/63772330",2020,"63772330",NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",0,"https://www.inaturalist.org/observations/63772616",2016,"63772616","2016-08-07","18.0993028423","-102.3885596042",31,"research","CC-BY-NC",FALSE,40410,"gerardo_eusebio_valdes"
"547",0,"https://www.inaturalist.org/observations/63772847",2016,"63772847","2016-12-02","18.0103164586","-102.3784681949",31,"research","CC-BY-NC",FALSE,41143,"gerardo_eusebio_valdes"
"548",0,"https://www.inaturalist.org/observations/63854526",2020,"63854526","2020-10-30","21.3932537525","-87.8787562251",3004,"research","CC-BY-NC",FALSE,198075,"raulcastillo52"
"549",1,"https://www.inaturalist.org/observations/63937795",2020,"63937795",NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",1,"https://www.inaturalist.org/observations/64107989",2020,"64107989","2020-11-02","39.8174612932","-75.6719646603",201,"research","CC-BY-NC",FALSE,40522,"animalview29"
"551",0,"https://www.inaturalist.org/observations/64112646",2020,"64112646","2020-01-03","10.3621401","-84.1035002",224,"needs_id","CC-BY",FALSE,41216,"emerlee"
"552",1,"https://www.inaturalist.org/observations/64116860",2020,"64116860",NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",1,"https://www.inaturalist.org/observations/64125394",2020,"64125394","2020-10-31","51.2862644871","84.654146505",244,"research","CC-BY-NC",FALSE,74928,"temartret"
"554",0,"https://www.inaturalist.org/observations/64135057",2020,"64135057","2020-11-02","19.3218277252","-99.1614508438",101,"research","CC-BY-NC",FALSE,41315,"joancarlos"
"555",0,"https://www.inaturalist.org/observations/64161179",2020,"64161179","2020-11-02","2.985470214","16.2326052871",435,"research","CC-BY-NC",FALSE,183168,"sanghalodge"
"556",1,"https://www.inaturalist.org/observations/64172244",2020,"64172244","2020-11-04","39.2878555456","-76.6156793402",169,"research","CC-BY-NC",FALSE,40522,"aaron_fool"
"557",0,"https://www.inaturalist.org/observations/64194378",2017,"64194378","2017-09-24","18.8131043241","-101.8575621131",488,"research","CC-BY-NC",FALSE,41143,"gerardo_eusebio_valdes"
"558",1,"https://www.inaturalist.org/observations/64198668",2014,"64198668","2014-01-21","8.843515","-82.969681",56,"research","CC-BY-NC-ND",FALSE,41168,"henicorhina"
"559",0,"https://www.inaturalist.org/observations/64208116",2020,"64208116","2020-11-04","-33.6627361736","-70.9366124596",776,"research","CC-BY-NC",FALSE,74475,"mmora"
"560",1,"https://www.inaturalist.org/observations/64220906",2020,"64220906",NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",0,"https://www.inaturalist.org/observations/64233037",2017,"64233037","2017-05-18","48.2435064095","12.3767393326",400,"research","CC-BY-NC",FALSE,40364,"tayloria"
"562",0,"https://www.inaturalist.org/observations/64236622",2019,"64236622","2019-02-20","19.5432314205","-102.3927908962",15,"research","CC-BY-NC",FALSE,41137,"gerardo_eusebio_valdes"
"563",0,"https://www.inaturalist.org/observations/64237404",2019,"64237404","2019-02-18","19.444797","-101.281967",0,"research","CC-BY-NC",FALSE,40621,"gerardo_eusebio_valdes"
"564",0,"https://www.inaturalist.org/observations/64238104",2019,"64238104","2019-04-09","19.4342824006","-101.2779721991",4,"needs_id","CC-BY-NC",FALSE,40348,"gerardo_eusebio_valdes"
"565",0,"https://www.inaturalist.org/observations/64238848",2019,"64238848","2019-04-07","19.4351476725","-101.2785279565",4,"needs_id","CC-BY-NC",FALSE,40343,"gerardo_eusebio_valdes"
"566",0,"https://www.inaturalist.org/observations/64239201",2019,"64239201","2019-04-09","19.4347711645","-101.2789650321",15,"needs_id","CC-BY-NC",FALSE,516402,"gerardo_eusebio_valdes"
"567",0,"https://www.inaturalist.org/observations/64239675",2019,"64239675","2019-04-02","19.4209172978","-102.0908649907",15,"research","CC-BY-NC",FALSE,74203,"gerardo_eusebio_valdes"
"568",0,"https://www.inaturalist.org/observations/64240265",2019,"64240265","2019-06-01","19.4605814319","-102.0247100135",15,"needs_id","CC-BY-NC",FALSE,40325,"gerardo_eusebio_valdes"
"569",0,"https://www.inaturalist.org/observations/64269946",2020,"64269946","2020-11-05","4.21283833","-74.85496333",0,"needs_id","CC-BY-NC",FALSE,40269,"herbertotalora"
"570",0,"https://www.inaturalist.org/observations/64269981",2020,"64269981","2020-11-05","4.21283833","-74.855055",0,"needs_id","CC-BY-NC",FALSE,40269,"herbertotalora"
"571",0,"https://www.inaturalist.org/observations/64283576",2020,"64283576","2020-11-05","-27.551025","153.0304111667",22,"research","CC-BY-SA",FALSE,40913,"gregtasney"
"572",1,"https://www.inaturalist.org/observations/64288043",2019,"64288043",NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",1,"https://www.inaturalist.org/observations/64288077",2019,"64288077",NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",1,"https://www.inaturalist.org/observations/64288121",2019,"64288121",NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",1,"https://www.inaturalist.org/observations/64328014",2020,"64328014","2020-11-05","41.1362227108","-81.5048849799",1887,"needs_id","CC-BY",FALSE,40269,"jareds"
"576",1,"https://www.inaturalist.org/observations/6440837",2017,"6440837",NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",0,"https://www.inaturalist.org/observations/64425331",2013,"64425331",NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",0,"https://www.inaturalist.org/observations/64447159",2019,"64447159","2019-07-08","55.66372","43.5901133333",10,"research","CC-BY",FALSE,210400,"lisopavlik"
"579",1,"https://www.inaturalist.org/observations/64478275",2016,"64478275","2016-11-23","56.2967083333","43.9835966667",0,"research","CC-BY",FALSE,40446,"lisopavlik"
"580",0,"https://www.inaturalist.org/observations/64482855",2020,"64482855","2020-10-28","8.6078691363","-82.3649433032",212,"research","CC-BY-NC",FALSE,41046,"melky_89"
"581",0,"https://www.inaturalist.org/observations/64483294",2015,"64483294","2015-05-06","9.4219828138","-82.5468817726",3087,"needs_id","CC-BY-NC",FALSE,846199,"melky_89"
"582",0,"https://www.inaturalist.org/observations/64506607",2012,"64506607","2012-07-08","54.8481104399","47.1860278865",244,"research","CC-BY-NC",FALSE,40446,"birdchuvashia"
"583",0,"https://www.inaturalist.org/observations/64513744",2020,"64513744","2020-10-21","-15.7753800131","-47.8757983037",41,"research","CC-BY-NC",FALSE,40995,"ericfischerrempe"
"584",0,"https://www.inaturalist.org/observations/64513854",2020,"64513854","2020-10-21","-15.7753705427","-47.8757611774",47,"needs_id","CC-BY-NC",FALSE,41249,"ericfischerrempe"
"585",0,"https://www.inaturalist.org/observations/64515608",2020,"64515608","2020-10-21","-15.7754012452","-47.8757581785",38,"research","CC-BY-NC",FALSE,41006,"ericfischerrempe"
"586",0,"https://www.inaturalist.org/observations/64531800",2020,"64531800","2020-11-09","46.1937368751","-84.0009159967",6,"research","CC-BY-NC-SA",FALSE,40522,"carterdorscht"
"587",0,"https://www.inaturalist.org/observations/64556622",2020,"64556622","2020-11-09","52.5934726499","-2.5542792492",65,"needs_id","CC-BY-NC",FALSE,40414,"dlgrainger"
"588",1,"https://www.inaturalist.org/observations/64686047",2020,"64686047","2020-07-14","35.2531781879","-87.4213517907",12,"research","CC-BY-NC",FALSE,40523,"braydenpaulk"
"589",1,"https://www.inaturalist.org/observations/64704582",2017,"64704582",NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",1,"https://www.inaturalist.org/observations/64718968",2017,"64718968","2017-02-09","-38.4570350283","175.5084039596",14521,"research","CC-BY",FALSE,41213,"joedillon"
"591",0,"https://www.inaturalist.org/observations/64718969",2018,"64718969","2018-03-09","-38.2660287245","175.1691536729",32695,"research","CC-BY",FALSE,40550,"joedillon"
"592",0,"https://www.inaturalist.org/observations/64776675",2020,"64776675",NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",1,"https://www.inaturalist.org/observations/64777844",2018,"64777844","2018-12-08","11.8637571111","-86.5157241667",0,"research","CC-BY-NC",FALSE,41168,"lester_fonseca"
"594",1,"https://www.inaturalist.org/observations/64788581",2020,"64788581","2020-11-13","41.3741701502","-8.2987191528",325,"needs_id","CC-BY-NC",FALSE,40416,"joaoferreira"
"595",0,"https://www.inaturalist.org/observations/64792793",2017,"64792793","2017-08-02","54.8386283333","83.0971221667",100,"research","CC-BY",FALSE,40446,"lisopavlik"
"596",0,"https://www.inaturalist.org/observations/64847712",2020,"64847712","2020-11-14","18.7795537645","81.9971107319",32826,"research","CC-BY",FALSE,40458,"ameetmandavia"
"597",0,"https://www.inaturalist.org/observations/64854145",2012,"64854145","2012-10-04","-9.3574500942","147.3297258367",3906,"needs_id","CC-BY-NC",FALSE,40269,"snake_111"
"598",0,"https://www.inaturalist.org/observations/64877150",2020,"64877150","2020-11-01","-25.2478665","-58.7610257778",0,"research","CC-BY",FALSE,41200,"leandrobareiro"
"599",0,"https://www.inaturalist.org/observations/64882016",2020,"64882016","2020-11-14","10.7820996747","1.3519227528",26429,"needs_id","CC-BY-NC",FALSE,41226,"cherifikoukomon"
"600",0,"https://www.inaturalist.org/observations/64907064",2020,"64907064","2020-03-17","20.7248852","-103.5694523",25,"needs_id","CC-BY-NC",FALSE,41202,"imamura11"
"601",1,"https://www.inaturalist.org/observations/64912949",2020,"64912949","2020-09-05","48.3511111111","-123.5738888889",0,"needs_id","CC-BY-NC",FALSE,40269,"parzudak"
"602",1,"https://www.inaturalist.org/observations/64924230",2020,"64924230","2020-11-11","-33.1558","138.1208195",31,"needs_id","CC-BY-NC",FALSE,40543,"greenychic"
"603",1,"https://www.inaturalist.org/observations/64926008",2016,"64926008","2016-04-29","3.8021640005","-51.8854471857",37,"research","CC-BY",FALSE,74643,"yvesbas"
"604",1,"https://www.inaturalist.org/observations/64926010",2016,"64926010","2016-04-29","3.8021640005","-51.8854471857",37,"research","CC-BY",FALSE,41254,"yvesbas"
"605",1,"https://www.inaturalist.org/observations/64926012",2016,"64926012","2016-04-29","3.8021640005","-51.8854471857",37,"research","CC-BY",FALSE,41254,"yvesbas"
"606",1,"https://www.inaturalist.org/observations/64926013",2016,"64926013","2016-04-29","3.8021640005","-51.8854471857",37,"research","CC-BY",FALSE,41153,"yvesbas"
"607",1,"https://www.inaturalist.org/observations/64926340",2016,"64926340","2016-04-29","3.8021640005","-51.8854471857",37,"research","CC-BY",FALSE,41254,"yvesbas"
"608",1,"https://www.inaturalist.org/observations/64926341",2016,"64926341","2016-04-29","3.8021640005","-51.8854471857",37,"needs_id","CC-BY",FALSE,74859,"yvesbas"
"609",0,"https://www.inaturalist.org/observations/64986863",2018,"64986863","2018-12-07","11.8677121604","-86.5140801296",349,"research","CC-BY-NC",FALSE,41078,"lester_fonseca"
"610",1,"https://www.inaturalist.org/observations/65033500",2017,"65033500","2017-05-27","44.7541176562","37.8733604036",243,"research","CC-BY-NC",FALSE,40576,"alexanderyuz"
"611",1,"https://www.inaturalist.org/observations/65033510",2017,"65033510","2017-05-27","44.6412186773","37.8751608283",678,"research","CC-BY-NC",FALSE,40581,"alexanderyuz"
"612",0,"https://www.inaturalist.org/observations/65033512",2017,"65033512","2017-08-13","62.2861386363","88.955841666",807,"research","CC-BY-NC",FALSE,74314,"alexanderyuz"
"613",0,"https://www.inaturalist.org/observations/65033514",2017,"65033514","2017-08-14","62.2866819533","88.957119726",488,"research","CC-BY-NC",FALSE,940158,"alexanderyuz"
"614",1,"https://www.inaturalist.org/observations/65033574",2020,"65033574","2020-07-30","54.5332761696","20.5552858649",271,"research","CC-BY-NC",FALSE,40581,"alexanderyuz"
"615",1,"https://www.inaturalist.org/observations/65033575",2020,"65033575","2020-07-30","54.5615936341","20.5044373595",488,"research","CC-BY-NC",FALSE,210400,"alexanderyuz"
"616",1,"https://www.inaturalist.org/observations/65033576",2020,"65033576","2020-07-30","54.5608571361","20.5045835141",116,"research","CC-BY-NC",FALSE,40416,"alexanderyuz"
"617",1,"https://www.inaturalist.org/observations/65036291",2019,"65036291","2019-06-19","11.4214756254","107.4283387947",10,"research","CC-BY-NC",FALSE,40299,"alexanderyuz"
"618",1,"https://www.inaturalist.org/observations/65036292",2019,"65036292","2019-06-19","11.4214756254","107.4283387947",10,"research","CC-BY-NC",FALSE,74423,"alexanderyuz"
"619",1,"https://www.inaturalist.org/observations/65061404",2020,"65061404","2020-10-22","-36.7912466667","149.9275366667",10,"needs_id","CC-BY-NC",FALSE,40554,"rose_constable"
"620",0,"https://www.inaturalist.org/observations/65120799",2017,"65120799","2017-12-29","10.4311083333","-84.0035027833",0,"needs_id","CC-BY-NC",FALSE,197797,"achipps"
"621",0,"https://www.inaturalist.org/observations/65120925",2018,"65120925","2018-01-02","10.3509716667","-85.3301866667",0,"research","CC-BY-NC",FALSE,41200,"achipps"
"622",0,"https://www.inaturalist.org/observations/65144063",2020,"65144063","2020-06-23","-33.9518267154","22.1444433555",175,"research","CC-BY-NC",FALSE,41300,"readyfreddy123"
"623",1,"https://www.inaturalist.org/observations/65165198",2020,"65165198","2020-11-18","2.9902615641","16.234569129",24043,"research","CC-BY-NC",FALSE,40804,"sanghalodge"
"624",0,"https://www.inaturalist.org/observations/65172113",2020,"65172113","2020-09-30","4.6526679294","-74.5274762155",165,"needs_id","CC-BY",FALSE,41226,"nbareschu"
"625",0,"https://www.inaturalist.org/observations/65179031",2020,"65179031",NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",0,"https://www.inaturalist.org/observations/65194805",2020,"65194805","2020-11-18","20.80338353","-89.57087145",6,"research","CC-BY-NC-SA",FALSE,765484,"juancruzado"
"627",1,"https://www.inaturalist.org/observations/65194817",2020,"65194817","2020-11-18","20.8745541218","-89.4553639221",8,"research","CC-BY-NC-SA",FALSE,74617,"juancruzado"
"628",1,"https://www.inaturalist.org/observations/65194840",2020,"65194840","2020-11-18","20.80336588","-89.57083599",8,"research","CC-BY-NC-SA",FALSE,41168,"juancruzado"
"629",0,"https://www.inaturalist.org/observations/65269456",2020,"65269456","2020-11-17","2.9854211","16.2325409",241,"research","CC-BY-NC",FALSE,40724,"sanghalodge"
"630",1,"https://www.inaturalist.org/observations/65270483",2020,"65270483","2020-09-15","41.3098517152","-7.833558993",8,"research","CC-BY-NC",FALSE,74697,"joaopargana"
"631",1,"https://www.inaturalist.org/observations/65278566",2018,"65278566",NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",1,"https://www.inaturalist.org/observations/65278676",2018,"65278676",NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",1,"https://www.inaturalist.org/observations/65283699",2021,"65283699","2020-07-27","53.0395662186","56.422577265",8,"research","CC-BY-NC",FALSE,40416,"lilijasultangareeva"
"634",0,"https://www.inaturalist.org/observations/65285919",2020,"65285919","2020-11-09","2.9877930324","16.2371186377",15410,"research","CC-BY-NC",FALSE,40674,"sanghalodge"
"635",1,"https://www.inaturalist.org/observations/65306016",2020,"65306016","2020-11-20","39.0997265","-94.5785667",33056,"research","CC-BY-NC",FALSE,40509,"redtail5"
"636",1,"https://www.inaturalist.org/observations/65393907",2012,"65393907","2012-12-07","17.0526427405","-91.606879493",197,"research","CC-BY",FALSE,41124,"yvesbas"
"637",1,"https://www.inaturalist.org/observations/65407436",2020,"65407436","2020-11-21","-33.4556427","-70.6230392456",0,"research","CC-BY",FALSE,41301,"delafuentedario"
"638",1,"https://www.inaturalist.org/observations/65419408",2020,"65419408","2020-11-22","-33.4428923669","-70.6374258175",50,"research","CC-BY",FALSE,41301,"delafuentedario"
"639",0,"https://www.inaturalist.org/observations/65424365",2020,"65424365","2020-11-20","19.486820329","-101.3579951342",4,"research","CC-BY-NC",FALSE,516402,"nachotorres"
"640",0,"https://www.inaturalist.org/observations/65424366",2020,"65424366","2020-11-20","19.4868176289","-101.3579611599",4,"research","CC-BY-NC",FALSE,41137,"nachotorres"
"641",0,"https://www.inaturalist.org/observations/65461944",2017,"65461944","2017-09-14","8.1265312111","-77.7269820124",4311,"research","CC-BY-NC",FALSE,40286,"melky_89"
"642",0,"https://www.inaturalist.org/observations/65462961",2015,"65462961","2015-01-21","7.7360148973","-77.5470715016",211,"research","CC-BY-NC",FALSE,41200,"melky_89"
"643",0,"https://www.inaturalist.org/observations/65463616",2020,"65463616","2020-11-21","8.8989817007","-79.7384637594",131,"research","CC-BY-NC",FALSE,41113,"melky_89"
"644",0,"https://www.inaturalist.org/observations/65467333",2016,"65467333","2016-07-27","52.351","93.175",0,"research","CC-BY-NC",FALSE,74666,"hilgendorfi"
"645",0,"https://www.inaturalist.org/observations/65467511",2017,"65467511","2017-08-02","52.351","93.175",0,"research","CC-BY-NC",FALSE,74928,"hilgendorfi"
"646",0,"https://www.inaturalist.org/observations/65467639",2016,"65467639","2016-07-29","52.351","93.175",0,"research","CC-BY-NC",FALSE,40311,"hilgendorfi"
"647",0,"https://www.inaturalist.org/observations/65497530",2015,"65497530","2015-07-31","7.7360148973","-77.5470715016",211,"research","CC-BY-NC",FALSE,41012,"melky_89"
"648",0,"https://www.inaturalist.org/observations/65497764",2019,"65497764","2019-09-18","8.5119978385","-82.7006145939",391,"research","CC-BY-NC",FALSE,41013,"melky_89"
"649",0,"https://www.inaturalist.org/observations/65497901",2019,"65497901","2019-09-21","8.5132548677","-82.7003735304",925,"research","CC-BY-NC",FALSE,197801,"melky_89"
"650",0,"https://www.inaturalist.org/observations/65498006",2020,"65498006","2020-11-23","9.0799945","-83.64785",5,"needs_id","CC-BY-NC",FALSE,846304,"mephitismephitis"
"651",0,"https://www.inaturalist.org/observations/65498043",2019,"65498043","2019-09-23","8.5134418799","-82.7005974948",754,"research","CC-BY-NC",FALSE,197799,"melky_89"
"652",0,"https://www.inaturalist.org/observations/65498858",2013,"65498858","2013-11-29","9.4217321029","-82.5442327559",7946,"research","CC-BY-NC",FALSE,41098,"melky_89"
"653",0,"https://www.inaturalist.org/observations/65498933",2014,"65498933","2014-08-19","7.9995787971","-78.3089026809",13487,"research","CC-BY-NC",FALSE,41250,"melky_89"
"654",0,"https://www.inaturalist.org/observations/65499075",2017,"65499075","2017-11-25","8.9935941724","-79.5462945476",445,"research","CC-BY-NC",FALSE,41110,"melky_89"
"655",0,"https://www.inaturalist.org/observations/65499192",2015,"65499192","2015-02-17","7.7360148973","-77.5470715016",211,"research","CC-BY-NC",FALSE,74514,"melky_89"
"656",0,"https://www.inaturalist.org/observations/65499255",2017,"65499255","2017-09-07","8.9236847661","-80.148396492",31275,"research","CC-BY-NC",FALSE,41168,"melky_89"
"657",0,"https://www.inaturalist.org/observations/65499378",2019,"65499378","2019-09-09","8.5128052423","-82.7007886022",1019,"research","CC-BY-NC",FALSE,41090,"melky_89"
"658",0,"https://www.inaturalist.org/observations/65499545",2017,"65499545","2017-05-24","-22.96923","-43.224625",15,"needs_id","CC-BY-NC",FALSE,40992,"edenfontes"
"659",1,"https://www.inaturalist.org/observations/65505020",2020,"65505020","2020-11-22","-33.4574856883","-70.5874758117",0,"research","CC-BY-NC",FALSE,41301,"aricafoix"
"660",0,"https://www.inaturalist.org/observations/65511135",2017,"65511135","2017-07-05","55.706667","92.936389",669,"research","CC-BY-NC",FALSE,74928,"hilgendorfi"
"661",0,"https://www.inaturalist.org/observations/65511171",2017,"65511171","2017-09-04","55.7782266005","92.7412075882",669,"research","CC-BY-NC",FALSE,40308,"hilgendorfi"
"662",0,"https://www.inaturalist.org/observations/65512007",2017,"65512007","2017-07-22","52.351","93.175",0,"research","CC-BY-NC",FALSE,74314,"hilgendorfi"
"663",1,"https://www.inaturalist.org/observations/65519415",2020,"65519415",NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",1,"https://www.inaturalist.org/observations/65527534",2020,"65527534","2020-11-21","6.8062418171","-58.0494002343",338,"needs_id","CC-BY-NC",FALSE,40268,"alisha94deonarine"
"665",0,"https://www.inaturalist.org/observations/65572236",2010,"65572236","2010-06-23","10.174764774","-85.3695486946",741,"needs_id","CC-BY-NC",FALSE,41221,"dwfee1"
"666",0,"https://www.inaturalist.org/observations/65572237",2010,"65572237","2010-06-23","10.1741734054","-85.3682183044",1245,"needs_id","CC-BY-NC",FALSE,41110,"dwfee1"
"667",0,"https://www.inaturalist.org/observations/65572238",2010,"65572238","2010-06-24","10.1741311665","-85.3683041354",784,"research","CC-BY-NC",FALSE,41032,"dwfee1"
"668",0,"https://www.inaturalist.org/observations/65573175",2020,"65573175",NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",1,"https://www.inaturalist.org/observations/65579159",2017,"65579159","2017-04-14","45.865891","-0.964259",5131,"needs_id","CC-BY",FALSE,40268,"begalma"
"670",1,"https://www.inaturalist.org/observations/65581510",2020,"65581510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",0,"https://www.inaturalist.org/observations/65603772",2020,"65603772",NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",0,"https://www.inaturalist.org/observations/65651132",2016,"65651132","2016-06-06","44.3701098326","40.1707710239",977,"research","CC-BY-NC",FALSE,40695,"timofey_bar"
"673",1,"https://www.inaturalist.org/observations/65653392",2017,"65653392","2017-10-28","-10.5884581796","105.6343492346",8828,"research","CC-BY-NC",FALSE,520507,"kehnaturalist"
"674",0,"https://www.inaturalist.org/observations/65667159",2020,"65667159",NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",1,"https://www.inaturalist.org/observations/65675291",2020,"65675291","2020-11-26","19.2214069364","-97.8053588867",0,"research","CC-BY-NC",FALSE,41301,"jared-near"
"676",1,"https://www.inaturalist.org/observations/6571573",2012,"6571573","2012-06-14","-0.2756789841","120.0723587037",0,"needs_id","CC-BY-NC",FALSE,40835,"stsang"
"677",1,"https://www.inaturalist.org/observations/65722898",2020,"65722898","2020-11-27","13.0798143258","-85.999121815",57,"research","CC-BY-NC",FALSE,41254,"luis-zeas"
"678",0,"https://www.inaturalist.org/observations/65785669",2020,"65785669","2020-11-28","18.897685","-104.033105",8,"needs_id","CC-BY-NC",FALSE,74643,"lizcerv"
"679",1,"https://www.inaturalist.org/observations/65786100",2020,"65786100","2020-11-18","19.2352345278","-103.7010706389",0,"needs_id","CC-BY-NC",FALSE,74643,"lizcerv"
"680",1,"https://www.inaturalist.org/observations/65822273",2020,"65822273",NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",1,"https://www.inaturalist.org/observations/65850823",2020,"65850823","2020-11-26","-31.6389957751","-60.691950178",8,"research","CC-BY-NC-ND",FALSE,852379,"francof"
"682",1,"https://www.inaturalist.org/observations/65868935",2020,"65868935",NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",0,"https://www.inaturalist.org/observations/65891029",2020,"65891029","2020-11-27","11.8630847913","-86.2120935693",6,"research","CC-BY-NC",FALSE,41078,"arielsalinassequeira"
"684",1,"https://www.inaturalist.org/observations/65906649",2020,"65906649",NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",0,"https://www.inaturalist.org/observations/65909119",2013,"65909119","2013-07-26","24.5534751129","-99.462377947",488,"needs_id","CC-BY-NC-ND",FALSE,846315,"gerjhe"
"686",1,"https://www.inaturalist.org/observations/65909122",2013,"65909122","2013-07-27","24.6504635175","-99.3835697623",977,"needs_id","CC-BY-NC-ND",FALSE,1067750,"gerjhe"
"687",0,"https://www.inaturalist.org/observations/65945147",2016,"65945147","2016-10-17","22.6524150601","-105.4824902873",15,"needs_id","CC-BY-NC",FALSE,197799,"gerardo_eusebio_valdes"
"688",0,"https://www.inaturalist.org/observations/65945239",2016,"65945239","2016-10-25","23.76175","-106.578361",0,"research","CC-BY-NC",FALSE,41003,"gerardo_eusebio_valdes"
"689",0,"https://www.inaturalist.org/observations/65945436",2016,"65945436","2016-10-25","23.6841472662","-106.5902611439",15,"research","CC-BY-NC",FALSE,197800,"gerardo_eusebio_valdes"
"690",0,"https://www.inaturalist.org/observations/65948710",2016,"65948710","2016-10-17","22.6512681759","-105.4812119987",8,"research","CC-BY-NC",FALSE,41017,"gerardo_eusebio_valdes"
"691",0,"https://www.inaturalist.org/observations/65948882",2016,"65948882","2016-10-18","23.2638870805","-106.195714372",15,"research","CC-BY-NC",FALSE,41143,"gerardo_eusebio_valdes"
"692",0,"https://www.inaturalist.org/observations/65949318",2016,"65949318","2016-10-10","23.2982950152","-105.9752190063",488,"research","CC-BY-NC",FALSE,74731,"gerardo_eusebio_valdes"
"693",0,"https://www.inaturalist.org/observations/65949402",2016,"65949402","2016-10-25","23.7579613518","-106.5797058157",15,"research","CC-BY-NC",FALSE,41224,"gerardo_eusebio_valdes"
"694",0,"https://www.inaturalist.org/observations/65949534",2016,"65949534","2016-10-14","23.4178063828","-106.0393290012",488,"needs_id","CC-BY-NC",FALSE,41086,"gerardo_eusebio_valdes"
"695",1,"https://www.inaturalist.org/observations/65950130",2019,"65950130","2019-07-22","-5.1732388889","122.9162833333",200,"needs_id","CC-BY-NC",FALSE,40814,"nlmannion"
"696",0,"https://www.inaturalist.org/observations/65970852",2020,"65970852","2020-11-29","48.2207924427","3.9273853348",35,"needs_id","CC-BY-NC",FALSE,40355,"arnaudl"
"697",1,"https://www.inaturalist.org/observations/65991287",2019,"65991287","2019-05-05","49.3246718203","-122.6656891089",149,"research","CC-BY-NC",FALSE,40346,"susanlundahl"
"698",1,"https://www.inaturalist.org/observations/65993042",2019,"65993042","2019-08-19","-35.0976","150.6058",0,"needs_id","CC-BY-NC",FALSE,40554,"triggerkas"
"699",0,"https://www.inaturalist.org/observations/66009227",2017,"66009227","2017-08-15","55.706667","92.936389",0,"research","CC-BY-NC",FALSE,940158,"hilgendorfi"
"700",0,"https://www.inaturalist.org/observations/66009372",2017,"66009372","2017-08-15","55.706667","92.936389",0,"research","CC-BY-NC",FALSE,416518,"hilgendorfi"
"701",0,"https://www.inaturalist.org/observations/66009534",2018,"66009534","2018-07-20","52.351","93.175",0,"research","CC-BY-NC",FALSE,416518,"hilgendorfi"
"702",1,"https://www.inaturalist.org/observations/66030237",2018,"66030237","2018-09-25","35.9275325923","-94.4663560552",33759,"research","CC-BY-NC",FALSE,235451,"adgeorge"
"703",1,"https://www.inaturalist.org/observations/66030238",2018,"66030238","2018-09-27","35.6359477832","-94.5135649955",44129,"research","CC-BY-NC",FALSE,40629,"adgeorge"
"704",1,"https://www.inaturalist.org/observations/66031998",2017,"66031998","2017-09-26","35.9215208487","-94.7134804058",40278,"research","CC-BY-NC",FALSE,235451,"adgeorge"
